epoch,accuracy,epoch_time,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7627214193344116,19.002601623535156,9.999999747378752e-05,0.5119245052337646,0.6914306879043579,0.8173912763595581,0.4333082139492035,4.27945613861084,0.4333082139492035,1.0
1,0.8007915616035461,19.760021924972534,9.999999747378752e-05,0.4425950348377228,0.7507059574127197,0.8091304302215576,0.441597580909729,1.8013646602630615,0.4369300901889801,1.0
2,0.828307569026947,17.901814937591553,9.999999747378752e-05,0.39810115098953247,0.7916841506958008,0.8195652365684509,0.5162019729614258,1.0939829349517822,0.47247329354286194,1.0
3,0.8322653770446777,17.90764856338501,9.999999747378752e-05,0.3846871554851532,0.7957214713096619,0.8247826099395752,0.5938206315040588,0.8845815658569336,0.5161579847335815,1.0
4,0.8388616442680359,17.927829027175903,9.999999747378752e-05,0.3706586956977844,0.803954541683197,0.8308695554733276,0.705350399017334,0.634194016456604,0.596436083316803,0.9895651936531067
5,0.8318884372711182,17.96582007408142,9.999999747378752e-05,0.3727317750453949,0.7980524897575378,0.8195652365684509,0.644310474395752,0.7693814635276794,0.5494716763496399,0.9947826266288757
6,0.8450810313224792,17.909778118133545,9.999999747378752e-05,0.35194167494773865,0.8120777010917664,0.8360869288444519,0.838733971118927,0.3385459780693054,0.7475994229316711,0.947826087474823
7,0.8347154259681702,18.05135726928711,9.999999747378752e-05,0.3596189022064209,0.8000843524932861,0.8247826099395752,0.6955538988113403,0.6304435133934021,0.5887850522994995,0.9860869646072388
8,0.8513004183769226,17.923418760299683,9.999999747378752e-05,0.34143683314323425,0.8175703883171082,0.845652163028717,0.7980406880378723,0.393709272146225,0.6878824830055237,0.9773913025856018
9,0.8465887904167175,17.954113721847534,9.999999747378752e-06,0.34057602286338806,0.8113998174667358,0.8417391180992126,0.8794272541999817,0.2771998643875122,0.8046989440917969,0.9530434608459473
10,0.8520542979240417,17.972644805908203,9.999999747378752e-06,0.3339396119117737,0.8170782923698425,0.8486956357955933,0.8960060477256775,0.26288649439811707,0.8366718292236328,0.9443477988243103
11,0.8475310802459717,18.058770179748535,9.999999747378752e-06,0.3427188992500305,0.8099792003631592,0.8469565510749817,0.9042953848838806,0.2620384991168976,0.8624595403671265,0.9269565343856812
12,0.8562005162239075,18.006927490234375,9.999999747378752e-06,0.3274680972099304,0.8211449980735779,0.854347825050354,0.9058025479316711,0.2515740692615509,0.8605769276618958,0.9339130520820618
13,0.8514888882637024,18.101213932037354,9.999999747378752e-06,0.33575406670570374,0.8173803687095642,0.8465217351913452,0.9073097109794617,0.25064441561698914,0.857594907283783,0.9426087141036987
14,0.8590275049209595,18.0699725151062,9.999999747378752e-06,0.324541836977005,0.8211920261383057,0.8626086711883545,0.9073097109794617,0.2510337233543396,0.8598726391792297,0.939130425453186
