epoch,accuracy,epoch_time,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7962684035301208,38.37862730026245,9.999999747378752e-05,0.4621344208717346,0.7731958627700806,0.75,0.5666917562484741,1.5366108417510986,0.0,0.0
1,0.8669430613517761,36.24863338470459,9.999999747378752e-05,0.29655921459198,0.8435344696044922,0.8508695363998413,0.5666917562484741,2.0824344158172607,0.0,0.0
2,0.9021862149238586,36.30283784866333,9.999999747378752e-05,0.22359487414360046,0.8859991431236267,0.8886956572532654,0.6865109205245972,0.43828991055488586,1.0,0.2765217423439026
3,0.9287598729133606,36.9531888961792,9.999999747378752e-05,0.16430844366550446,0.912800669670105,0.9239130616188049,0.9736247062683105,0.10869000107049942,0.9455445408821106,0.9965217113494873
4,0.9474180340766907,37.14319086074829,9.999999747378752e-05,0.13699884712696075,0.9349978566169739,0.9443477988243103,0.9449886679649353,0.11725979298353195,0.8873456716537476,1.0
5,0.9591029286384583,36.30936241149902,9.999999747378752e-05,0.11016393452882767,0.950281023979187,0.9556521773338318,0.6217030882835388,1.7124505043029785,0.533890426158905,1.0
6,0.9749340415000916,36.302095890045166,9.999999747378752e-06,0.07362480461597443,0.9636285901069641,0.9791304469108582,0.955538809299469,0.10651446878910065,0.9069400429725647,1.0
7,0.9790802597999573,36.445885181427,9.999999747378752e-06,0.0666683241724968,0.9695409536361694,0.9826086759567261,0.95855313539505,0.10604430735111237,0.9140127301216125,0.9982608556747437
8,0.9787033796310425,36.26615285873413,9.999999747378752e-06,0.0628339946269989,0.969111979007721,0.9821739196777344,0.9163526892662048,0.20512253046035767,0.8381924033164978,1.0
9,0.9807764887809753,41.08945345878601,9.999999747378752e-06,0.0599057599902153,0.971673846244812,0.9843478202819824,0.9781461954116821,0.0632292628288269,0.9534883499145508,0.9982608556747437
10,0.983038067817688,36.63399887084961,9.999999747378752e-06,0.05446654558181763,0.974656343460083,0.9865217208862305,0.8997739553451538,0.2493690401315689,0.8121469020843506,1.0
11,0.9856765866279602,36.43457078933716,9.999999747378752e-06,0.050788987427949905,0.9772531986236572,0.9900000095367432,0.9819141030311584,0.05063724145293236,0.9614740610122681,0.9982608556747437
12,0.9837919473648071,36.38693046569824,9.999999747378752e-06,0.05283305421471596,0.9767441749572754,0.9860869646072388,0.9849284291267395,0.042721040546894073,0.9695431590080261,0.9965217113494873
13,0.9851111769676208,36.4080548286438,9.999999747378752e-06,0.04939369112253189,0.9792835712432861,0.9865217208862305,0.9804069399833679,0.055490490049123764,0.9582637548446655,0.9982608556747437
14,0.9832265377044678,36.53928256034851,9.999999747378752e-06,0.04974422603845596,0.9754838943481445,0.9860869646072388,0.9856820106506348,0.04625070467591286,0.9695945978164673,0.9982608556747437
