epoch,accuracy,epoch_time,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.6108179688453674,36.825119733810425,9.999999747378752e-05,1.170578956604004,0.5526198148727417,0.5365217328071594,0.5674453377723694,0.6798961758613586,1.0,0.0017391304718330503
1,0.7670561671257019,40.73633885383606,9.999999747378752e-05,0.4852924942970276,0.7462962865829468,0.7008695602416992,0.5666917562484741,0.6745690703392029,0.0,0.0
2,0.825480580329895,35.07631325721741,9.999999747378752e-05,0.39409154653549194,0.811141312122345,0.7786956429481506,0.7573474049568176,0.5003877282142639,0.9633699655532837,0.45739129185676575
3,0.8541274070739746,35.32244610786438,9.999999747378752e-05,0.3304867446422577,0.8379096388816833,0.8226087093353271,0.8914845585823059,0.28769904375076294,0.9443299174308777,0.7965217232704163
4,0.8808895349502563,35.14255905151367,9.999999747378752e-05,0.28485944867134094,0.866110622882843,0.8578261137008667,0.9269027709960938,0.21545198559761047,0.8867313861846924,0.9530434608459473
5,0.8967207074165344,35.246281147003174,9.999999747378752e-05,0.25111401081085205,0.879878580570221,0.8821738958358765,0.6948003172874451,0.6566791534423828,0.5867347121238708,1.0
6,0.9200904369354248,35.17666506767273,9.999999747378752e-05,0.22064335644245148,0.9050086140632629,0.9113043546676636,0.9163526892662048,0.20801310241222382,0.8431952595710754,0.991304337978363
7,0.9325292110443115,41.17541718482971,9.999999747378752e-05,0.1803814172744751,0.9156678318977356,0.9300000071525574,0.9050489664077759,0.2136036604642868,0.8248914480209351,0.991304337978363
8,0.9372408390045166,35.915711641311646,9.999999747378752e-05,0.16083502769470215,0.9277946949005127,0.9273912906646729,0.6096458435058594,1.106908917427063,0.526075005531311,1.0
9,0.9534489512443542,40.97551107406616,9.999999747378752e-06,0.13639944791793823,0.9422662854194641,0.9508695602416992,0.9547852277755737,0.1293897181749344,0.9106857776641846,0.9930434823036194
10,0.9579721093177795,35.958494424819946,9.999999747378752e-06,0.12777571380138397,0.9458995461463928,0.9578260779380798,0.9736247062683105,0.09459063410758972,0.9515050053596497,0.9895651936531067
11,0.9598567485809326,40.84721279144287,9.999999747378752e-06,0.119713693857193,0.9527115225791931,0.9547826051712036,0.9751318693161011,0.09131933003664017,0.9546979665756226,0.9895651936531067
12,0.963249146938324,36.0080885887146,9.999999747378752e-06,0.11738075315952301,0.9546436071395874,0.960869550704956,0.9562923908233643,0.12214387953281403,0.9122806787490845,0.9947826266288757
13,0.9581605792045593,35.91931986808777,9.999999747378752e-06,0.1204771175980568,0.9501733183860779,0.9534782767295837,0.9766390323638916,0.08564585447311401,0.9579124450683594,0.9895651936531067
14,0.9645684361457825,35.98346734046936,9.999999747378752e-06,0.11007705330848694,0.9547803401947021,0.9639130234718323,0.9773926138877869,0.0805317834019661,0.9626485705375671,0.9860869646072388
15,0.9638145565986633,41.15105867385864,9.999999747378752e-06,0.10503946989774704,0.9566724300384521,0.9599999785423279,0.9706103801727295,0.09797345101833344,0.9422442317008972,0.9930434823036194
16,0.9628722071647644,36.3099684715271,9.999999747378752e-06,0.10914650559425354,0.9510939717292786,0.9639130234718323,0.9751318693161011,0.0867750495672226,0.953177273273468,0.991304337978363
17,0.9675838947296143,36.14746856689453,9.999999974752427e-07,0.10621634125709534,0.9594127535820007,0.9660869836807251,0.9758854508399963,0.08743447065353394,0.9547738432884216,0.991304337978363
18,0.9630606770515442,36.21971869468689,9.999999974752427e-07,0.10220082849264145,0.9601925015449524,0.9543478488922119,0.969103217124939,0.09806673973798752,0.9391447305679321,0.9930434823036194
19,0.967960774898529,36.194523096084595,1.0000000116860974e-07,0.10170961171388626,0.9602420330047607,0.9660869836807251,0.9706103801727295,0.09517570585012436,0.9422442317008972,0.9930434823036194
